UniqueID,Probability1
11862,0.205019636
11863,0.436742169
11864,0.442595447
11865,0.912574409
11866,0.442001082
11867,0.380916627
11868,0.762469539
11869,0.354360884
11870,0.192371208
11871,0.864592683
11872,0.401930246
11873,0.442608162
11874,0.442712858
11875,0.824391936
11876,0.450778299
11877,0.607564547
11878,0.308132516
11879,0.199762617
11880,0.219683935
11881,0.601295588
11882,0.424828865
11883,0.258018378
11884,0.444138087
11885,0.192344911
11886,0.187331588
11887,0.427441682
11888,0.170195678
11889,0.208422853
11890,0.199392516
11891,0.84770187
11892,0.676893149
11893,0.539572999
11894,0.442461407
11895,0.206482876
11896,0.471828406
11897,0.529651753
11898,0.215558904
11899,0.441577879
11900,0.166002178
11901,0.443383461
11902,0.42273538
11903,0.186847755
11904,0.225139622
11905,0.442519573
11906,0.903193527
11907,0.1798605
11908,0.44321052
11909,0.178857081
11910,0.214745357
11911,0.176658937
11912,0.17287134
11913,0.872768094
11914,0.734236746
11915,0.439191573
11916,0.150218474
11917,0.177117149
11918,0.300605964
11919,0.223785545
11920,0.195768827
11921,0.192542692
11922,0.472955458
11923,0.907013499
11924,0.542800764
11925,0.536841045
11926,0.442649701
11927,0.912577052
11928,0.211715383
11929,0.206142796
11930,0.87540692
11931,0.194337647
11932,0.162343458
11933,0.779346875
11934,0.442608181
11935,0.23901289
11936,0.176226596
11937,0.873595292
11938,0.442972804
11939,0.654304604
11940,0.795044514
11941,0.669252792
11942,0.552941568
11943,0.192475661
11944,0.442606243
11945,0.549500883
11946,0.912577052
11947,0.846770992
11948,0.260671963
11949,0.833023042
11950,0.862574343
11951,0.442003485
11952,0.165288776
11953,0.911186247
11954,0.185023116
11955,0.564863739
11956,0.87540692
11957,0.448501942
11958,0.188116774
11959,0.51196539
11960,0.484309964
11961,0.442730984
11962,0.233247359
11963,0.244738644
11964,0.191585655
11965,0.442003485
11966,0.442609271
11967,0.826614427
11968,0.726489884
11969,0.842476845
11970,0.449234304
11971,0.793524273
11972,0.833795252
11973,0.887523148
11974,0.936944048
11975,0.442608477
11976,0.621545719
11977,0.442597222
11978,0.688343394
11979,0.90972632
11980,0.919167491
11981,0.913221901
11982,0.733539037
11983,0.861735047
11984,0.885516616
11985,0.87540692
11986,0.442072123
11987,0.852345191
11988,0.17444767
11989,0.940382802
11990,0.90672193
11991,0.894285379
