UniqueID,Probability1
11862,0.172377361
11863,0.311699894
11864,0.259093559
11865,0.897030115
11866,0.246504944
11867,0.184379754
11868,0.20499015
11869,0.203362727
11870,0.378429107
11871,0.829990396
11872,0.250576706
11873,0.21223465
11874,0.187105226
11875,0.834200431
11876,0.242979754
11877,0.674044028
11878,0.679123226
11879,0.296183211
11880,0.21441417
11881,0.667789415
11882,0.170694959
11883,0.163518404
11884,0.174771548
11885,0.225661424
11886,0.14990581
11887,0.233303045
11888,0.202562436
11889,0.229792749
11890,0.182386283
11891,0.924107702
11892,0.192777775
11893,0.663985891
11894,0.237973818
11895,0.169897433
11896,0.166033926
11897,0.219915314
11898,0.234143937
11899,0.32438926
11900,0.151211863
11901,0.637513444
11902,0.848596353
11903,0.228118491
11904,0.258362793
11905,0.239408112
11906,0.914997807
11907,0.221572989
11908,0.146094965
11909,0.168097346
11910,0.187128456
11911,0.135536285
11912,0.134209178
11913,0.913638125
11914,0.478977041
11915,0.240359781
11916,0.252050489
11917,0.256744237
11918,0.897030115
11919,0.178821145
11920,0.158705797
11921,0.224924528
11922,0.918754924
11923,0.954993741
11924,0.473103041
11925,0.951161526
11926,0.278698215
11927,0.912375468
11928,0.290732496
11929,0.201814211
11930,0.939912556
11931,0.296873094
11932,0.193633959
11933,0.708129122
11934,0.178912471
11935,0.140196242
11936,0.22460758
11937,0.913344115
11938,0.69745058
11939,0.166655539
11940,0.640979001
11941,0.326068238
11942,0.876455464
11943,0.151523177
11944,0.702910045
11945,0.939912556
11946,0.898925707
11947,0.906119275
11948,0.217752563
11949,0.907700976
11950,0.802934453
11951,0.208349424
11952,0.303214676
11953,0.958789746
11954,0.254039229
11955,0.884184108
11956,0.939912556
11957,0.626011211
11958,0.169574908
11959,0.903788637
11960,0.826239316
11961,0.869089076
11962,0.194539775
11963,0.199458147
11964,0.219710922
11965,0.208349424
11966,0.887464851
11967,0.875732287
11968,0.762861971
11969,0.774670967
11970,0.873140315
11971,0.603632976
11972,0.877603527
11973,0.927263206
11974,0.964321169
11975,0.914118387
11976,0.553389251
11977,0.874637317
11978,0.441430475
11979,0.939334746
11980,0.847750001
11981,0.909252177
11982,0.828346811
11983,0.939835342
11984,0.923609813
11985,0.939912556
11986,0.294127208
11987,0.895764165
11988,0.153408762
11989,0.950915202
11990,0.922515483
11991,0.911121086
11992,0.673411217
11993,0.931267073
11994,0.298905245
11995,0.603681555
11996,0.873934598
11997,0.44324432
11998,0.235275767
11999,0.404402752
12000,0.875732287
12001,0.82117424
12002,0.932870027
12003,0.947326614
12004,0.920450683
12005,0.934532295
12006,0.855220963
12007,0.897796871
12008,0.393321469
12009,0.801896525
12010,0.948385224
12011,0.95282127
12012,0.227875297
12013,0.172726198
12014,0.266747419
12015,0.82117424
12016,0.292646299
12017,0.939334746
12018,0.932787501
12019,0.904333705
12020,0.867055569
12021,0.918936807
12022,0.896270211
12023,0.89086638
12024,0.203233093
12025,0.933183876
12026,0.950491651
12027,0.933482165
12028,0.371165853
12029,0.73056687
12030,0.939864324
12031,0.949290774
12032,0.632831109
12033,0.518475023
12034,0.718181788
12035,0.174817825
12036,0.261937307
12037,0.36056078
12038,0.200322722
12039,0.731305154
12040,0.163516809
12041,0.717875858
12042,0.641052152
12043,0.169026512
