"UniqueID","Probability1"
11862,0.278945127162797
11863,0.39485758140713
11864,0.0235241162448122
11866,0.0736954659710694
11867,0.0702988247822282
11868,0.181090475005487
11869,0.0492561208018645
11870,0.0201266540363657
11872,0.0000000358670673468396
11873,0.755204909387759
11874,0.187251283011794
11876,0.225326497615612
11879,0.3202182925389
11880,0.227072833192601
11882,0.00000018598492290727
11883,0.192581591116532
11884,0.0515658377936807
11885,0.261419178265132
11886,0.161454653716118
11887,0.701273094110246
11888,0.172566947411246
11889,0.15781875089167
11890,0.0737800010353866
11892,0.30972478561897
11894,0.133827952471958
11895,0.287766577895226
11896,0.215967057542933
11897,0.332445118046621
11898,0.272585457896484
11899,0.332452697319992
11900,0.28852757002048
11903,0.154962658442859
11904,0.271331962046572
11905,0.000000000000000222044604925031
11907,0.261924542453015
11908,0.223332152094388
11909,0.0239207159893519
11910,0.121585441103361
11911,0.196291867948376
11912,0.16391438166162
11915,0.41342795724957
11916,0.112532114990753
11917,0.178048194387352
11919,0.025895422527002
11920,0.283324918487828
11921,0.040048917041121
11926,0.725108719118929
11928,0.358801334398269
11929,0.336365162453201
11931,0.297161357936897
11932,0.21428913296823
11934,0.0994076267453112
11935,0.0428413729794319
11936,0.25702681753371
11939,0.233826149303606
11943,0.145784259544556
11948,0.0000000204377804445257
11951,0.311648247479694
11952,0.274299231423984
11954,0.339167208578361
11958,0.223022957591611
11962,0.0373034981357776
11963,0.25360439547444
11964,0.256246051916279
11965,0.311648247479694
11986,0.156332040882699
11988,0.130973110853312
11994,0.226327144919632
11998,0.290051052184938
11999,0.349740418352622
12012,0.446033392594796
12013,0.266101129958606
12014,0.795104758486722
12016,0.389366379147747
12024,0.0696341509892629
12035,0.000000198445707756622
12036,0.0000000248143568368574
12037,0.457331979160002
12038,0.0147733955670651
12040,0.305272745322994
12043,0.215062523458769
12047,0.232761206097879
12050,0.396010699906267
12052,0.269737238914721
12054,0.025895422527002
12057,0.635126262537257
12060,0.313823253578956
12069,0.149110611888542
12070,0.160046707945221
12071,0.0000000307974966829853
12077,0.0434179743165999
12078,0.343366390433893
12085,0.199435644251451
12086,0.0000000307974966829853
12088,0.0441646787542516
12095,0.222237120973748
12096,0.77945545235417
12098,0.308034115113847
12100,0.0978410703306784
12101,0.343366390433893
12103,0.178498757596595
12104,0.178040285693155
12106,0.230407565277797
12109,0.103187601574411
12110,0.0228416690271135
12119,0.273516234705785
12120,0.472044010965856
12128,0.195865238599314
12131,0.280867776776998
12133,0.645884257444645
12135,0.325159599383429
12137,0.333812500955406
12142,0.269241988277854
12143,0.221485823243812
12144,0.142713797472229
12148,0.314872976088646
12150,0.151670275658202
12153,0.0359055147123308
12158,0.294768170206151
12159,0.00442386585994927
12164,0.520547336670248
12165,0.255230590658906
12170,0.0352885644178216
12171,0.156078196246538
12175,0.235684668460807
12176,0.452399823341834
12178,0.0281274590630191
12179,0.28769587229828
12184,0.520547336670248
12193,0.212712031563503
12194,0.296045164431882
12195,0.126906871035298
12197,0.167534093887548
12198,0.0591123953774723
12202,0.0491181793490841
12207,0.264458447811681
12210,0.0390801580474043
12211,0.366142138064085
12216,0.00000000489400491421105
12218,0.272942655600664
12220,0.0000000347878814992246
12222,0.251755120905785
12223,0.278839106455629
12225,0.217856933847556
12233,0.608575122585824
12235,0.243077545948852
12238,0.194411145567046
12242,0.290120136223005
12243,0.262823988181252
12246,0.393974637845601
12247,0.309876431872166
12250,0.331930963708882
12251,0.095097006533366
12255,0.102733087007254
12256,0.520449735390217
12258,0.0718638729902662
12259,0.209395825239895
12262,0.196408009246107
12266,0.104667350323224
12267,0.136264581131205
12269,0.00000003044850811478
12276,0.205921329312781
12277,0.207469701287813
12279,0.269737238914721
12281,0.0322228589684441
12282,0.102733087007254
12284,0.19971978499573
12287,0.368814098393639
12288,0.0513429774288405
12290,0.0598693284659759
12292,0.0000000417494254553726
12293,0.235981057631984
12294,0.219618036767669
12295,0.296636208515521
12296,0.058885496424653
12298,0.208664015670175
12299,0.297161357936897
12300,0.0895591229680881
12301,0.0000000710929189519289
12302,0.152227204693219
12304,0.20205716517227
12306,0.0821200934869889
12307,0.263872372600105
12309,0.44562849350002
12311,0.0566220536998432
12312,0.202929881744213
12313,0.172062994829263
12314,0.175601333227385
12317,0.161156772723229
12318,0.661313182374397
12319,0.0484001579107502
12320,0.16647874806349
12321,0.135625747899388
12323,0.237236770474593
12325,0.121329726498216
12326,0.0188336306679341
12327,0.145083567400158
12328,0.1588445070081
12329,0.0520565813241085
12330,0.205951188474325
12333,0.157269588091254
12334,0.207971416588251
12335,0.163230926746702
12336,0.0273167155876145
12337,0.000000040585116013936
12338,0.0973106060924927
12341,0.0302980241057682
12342,0.220309506767936
12343,0.156163625147482
12345,0.395501207325026
12347,0.184994776086268
12349,0.25660560818959
12350,0.178523684800074
12351,0.130644512394562
12355,0.465725581849
12356,0.171060164521201
12358,0.280017230925646
12359,0.444673780329825
12360,0.00000000779720662069517
12362,0.257833230331156
12363,0.0565790563436723
12365,0.238701737750043
12368,0.328729638610576
12369,0.034988516501806
12370,0.222601281558062
12371,0.273278455787187
12372,0.185595672878326
12373,0.0870352460715073
12375,0.0509624439572781
12376,0.128604944800824
12377,0.0186024704365529
12379,0.000000000000113643348197852
12380,0.274602147458541
12381,0.389908445305173
12382,0.166394888465356
12383,0.234548908494944
12384,0.00000209051107712982
12385,0.226863535698977
12386,0.0160957059360928
12387,0.0552714552479516
12389,0.254370264374079
12390,0.137828770791354
12393,0.272655690331854
12394,0.0419076643462619
12395,0.0577440282521581
12396,0.194328859354405
12397,0.220829812580761
12398,0.179713437177254
12399,0.116485708679565
12400,0.219664350154932
12401,0.0890656394538635
12402,0.160680616415916
12404,0.0944025995238338
12405,0.0678544682748454
12407,0.431988983319163
12408,0.295417203250406
12409,0.291029649894138
12410,0.0641147252657917
12411,0.215323323965056
12412,0.0588113471004575
12414,0.10361466310316
12416,0.1375548086982
12417,0.0721629481079729
12418,0.0262842439063156
12419,0.27004189596819
12420,0.234548908494944
12421,0.0626428919736083
12422,0.118448204447901
12423,0.0810738256301978
12424,0.104186820454382
12425,0.0335809022241254
12426,0.21512910583023
12427,0.0751338956527287
12428,0.696100372336399
12430,0.595588687042147
12431,0.227113421880857
12433,0.0256526016272009
12434,0.301214502994391
12436,0.221025343786524
12437,0.0971207784659848
12438,0.145818318235101
12439,0.427893471589233
12440,0.256573339769063
