"UniqueID","Probability1"
11862,0.259854251855339
11863,0.351909293376388
11864,0.32691858092721
11866,0.248055630893885
11867,0.258718473038673
11868,0.164080476556114
11869,0.243073740577422
11870,0.297762783839917
11872,0.234875496239354
11873,0.32531123747236
11874,0.121221469598237
11876,0.182165146275351
11879,0.247951829188379
11880,0.216541157350407
11882,0.183491472109388
11883,0.185108161689083
11884,0.190315963972927
11885,0.257000051225966
11886,0.188477519620948
11887,0.335322539669137
11888,0.135299670329652
11889,0.136539949746939
11890,0.206751544072923
11892,0.240295402559942
11894,0.213549815842368
11895,0.221709162188848
11896,0.0955021601444371
11897,0.301285537821177
11898,0.238901880295966
11899,0.399280698753831
11900,0.0933228911856701
11903,0.160926605775522
11904,0.209689663874089
11905,0.142810358474935
11907,0.214654528351198
11908,0.164299299207058
11909,0.0350236214617551
11910,0.224811280888208
11911,0.217168569398568
11912,0.179324929609018
11915,0.192598635374293
11916,0.110939000995873
11917,0.140745842848274
11919,0.303471610808659
11920,0.277643635703291
11921,0.160606921564502
11926,0.218933371358542
11928,0.353875966701684
11929,0.25899297933464
11931,0.231159339415248
11932,0.213733401964775
11934,0.217802248517508
11935,0.213804024528171
11936,0.249795521134896
11939,0.214624908473241
11943,0.168565238820344
11948,0.19817744354797
11951,0.112621133387331
11952,0.241344070290571
11954,0.365467368469268
11958,0.190696920409416
11962,0.22352211253292
11963,0.235657568393336
11964,0.252631543052313
11965,0.112621133387331
11986,0.279041107784384
11988,0.122955459326469
11994,0.212213615334588
11998,0.209665573897153
11999,0.313289058797057
12012,0.321630730797218
12013,0.263094055128732
12014,0.31706373271878
12016,0.438458594987771
12024,0.246433503973127
12035,0.191926148086148
12036,0.200973165066363
12037,0.419533598678065
12038,0.251900725597268
12040,0.139524007873833
12043,0.18607177780253
12047,0.211027827144037
12050,0.315156431058868
12052,0.211311224606927
12054,0.303471610808659
12057,0.207735855162073
12060,0.284326043121504
12069,0.125884965266609
12070,0.181904918694009
12071,0.284292557760375
12077,0.259732978509527
12078,0.221664124276119
12085,0.199552058016559
12086,0.284292557760375
12088,0.146315155510756
12095,0.183972958431049
12096,0.668091858826829
12098,0.279658593007352
12100,0.273520811084818
12101,0.221664124276119
12103,0.148809071295983
12104,0.140131172731827
12106,0.200817731847281
12109,0.458255790964164
12110,0.1379809576741
12119,0.251791152876616
12120,0.234699934355677
12128,0.137342944554759
12131,0.222097373295225
12133,0.235290026281251
12135,0.123316701271414
12137,0.329714657136768
12142,0.248332727087349
12143,0.194031019715976
12144,0.165382634631042
12148,0.295771941605971
12150,0.121935059326568
12153,0.145450122214349
12158,0.200022844356763
12159,0.164817857191172
12164,0.47252787564879
12165,0.219955091441539
12170,0.239993729031999
12171,0.293815236276454
12175,0.212063027147059
12176,0.239353159593056
12178,0.130200175478187
12179,0.263249845059331
12184,0.47252787564879
12193,0.210843884349388
12194,0.230349124013297
12195,0.202464786253895
12197,0.166072670597843
12198,0.157848165232811
12202,0.137993155019651
12207,0.207502446470062
12210,0.146549185287193
12211,0.274143466458874
12216,0.245658960762729
12218,0.213625585130686
12220,0.322300329823679
12222,0.19235190108725
12223,0.159048281490662
12225,0.170429301393733
12233,0.213543858821108
12235,0.241475105580688
12238,0.151614975863114
12242,0.24728696370217
12243,0.276977030898311
12246,0.273359856140018
12247,0.263317415396274
12250,0.272777109132191
12251,0.236480718403135
12255,0.10151755136297
12256,0.131735931255208
12258,0.0797060345475726
12259,0.229155551155752
12262,0.181961221913417
12266,0.115620747840468
12267,0.107453652055935
12269,0.191925180516166
12276,0.196681969342764
12277,0.0758617074805993
12279,0.211311224606927
12281,0.159725221151539
12282,0.10151755136297
12284,0.0854421046214745
12287,0.391488660688205
12288,0.335883898339802
12290,0.211311224606927
12292,0.25800083595547
12293,0.186894407956694
12294,0.203197653033211
12295,0.270465713564156
12296,0.228959995458285
12298,0.201306523398934
12299,0.231159339415248
12300,0.0426389121938351
12301,0.408349272111262
12302,0.151691121775258
12304,0.17886272641518
12306,0.0906811398612168
12307,0.27790128787416
12309,0.137348407195722
12311,0.0748500766417847
12312,0.179540881782855
12313,0.162264030515462
12314,0.17906287582564
12317,0.0730012934469899
12318,0.205511533011504
12319,0.157052296538846
12320,0.187427919064447
12321,0.193492852659076
12323,0.158816974016486
12325,0.144263276925286
12326,0.129369937194272
12327,0.329137439527292
12328,0.156429187932226
12329,0.157844230887193
12330,0.189625345483422
12333,0.119684296386169
12334,0.197214105527498
12335,0.182261760910099
12336,0.0993369687799155
12337,0.307697133047275
12338,0.108734956545699
12341,0.182482198531888
12342,0.217123715037258
12343,0.162101334210512
12345,0.272705505805726
12347,0.407235839834839
12349,0.24170638025314
12350,0.145513458673037
12351,0.128077627411703
12355,0.221869802522379
12356,0.176527645240419
12358,0.257047183936635
12359,0.270474810882335
12360,0.406123359561616
12362,0.187664394927038
12363,0.0278430457247502
12365,0.218536245734346
12368,0.313723137991288
12369,0.21874025372368
12370,0.220797393360345
12371,0.240543013098072
12372,0.171772195361786
12373,0.247435731363746
12375,0.167288403450105
12376,0.121039346340697
12377,0.197710638842389
12379,0.221761311891769
12380,0.252669441003942
12381,0.286948434170517
12382,0.171060753767559
12383,0.229108945571428
12384,0.310613142615152
12385,0.202793678207521
12386,0.0972924902445584
12387,0.0588838196026719
12389,0.237955580778692
12390,0.0630749764761148
12393,0.207084567056788
12394,0.0261508439472511
12395,0.02834660404661
12396,0.172849348245364
12397,0.199844027289685
12398,0.157630041778684
12399,0.217662594427189
12400,0.203234979756992
12401,0.106325528910902
12402,0.144314857781464
12404,0.0564458125228292
12405,0.178341151332388
12407,0.22307501666177
12408,0.305511007030171
12409,0.265941243638636
12410,0.190952978840152
12411,0.172134750690272
12412,0.0638682261184166
12414,0.0485722696141501
12416,0.256934416583406
12417,0.0886031828754779
12418,0.0129919327674015
12419,0.13235840441
12420,0.229108945571428
12421,0.0379127625646618
12422,0.129369398776691
12423,0.0389633401953643
12424,0.103873505413631
12425,0.0176614540583152
12426,0.176423948092543
12427,0.0951347567443565
12428,0.297990514504428
12430,0.238723867486463
12431,0.159529799322029
12433,0.157838102232495
12434,0.284647154707551
12436,0.207891334088849
12437,0.286304369864642
12438,0.167877351037831
12439,0.112684297341546
12440,0.247522118652212
12441,0.27047991830141
12442,0.127469985880381
12443,0.214624908473241
12444,0.250544815030036
12445,0.110126545658812
12446,0.189300767261367
12449,0.173326912892048
12450,0.0919985723655582
12451,0.192863928160798
12452,0.157931115293596
12453,0.0638682261184166
12454,0.188675714430709
12455,0.035025179714519
12457,0.152714648231502
12458,0.0649222450997283
12459,0.267796824179608
12460,0.0954181291370259
12462,0.12071550004145
12464,0.104054035683309
12465,0.0687738798743358
12466,0.506251503057746
12468,0.0729173113060693
12469,0.0831657625543666
12472,0.180467878111879
12473,0.0947870283174722
12474,0.237353483197427
12475,0.362503069536982
12476,0.0858037970974479
12477,0.286333813329341
12478,0.304935377926963
12479,0.403382463119031
12480,0.393063388021716
12481,0.4007887431853
12482,0.268673278481942
12483,0.324327758973045
12485,0.288704437267363
12488,0.196357503790563
12489,0.192386779719749
12494,0.149847784938214
12495,0.0602415340880253
12505,0.223067026136323
12510,0.244063152039731
12511,0.115066356044768
12512,0.316969470446541
12513,0.29600137191357
12514,0.235288812708507
12515,0.274631423736236
12516,0.142897382794116
12517,0.18043588562789
12518,0.177602963076001
12519,0.212146781901444
12520,0.144766570915913
12521,0.174841467745184
12522,0.151836441043159
12523,0.233369849113903
12524,0.153681370325931
12525,0.19235190108725
12526,0.19235190108725
12527,0.184685861861374
12528,0.15631814505918
12529,0.216789233759221
12530,0.0534154906806813
12531,0.207494864777714
12532,0.150568834384505
12533,0.127360402353454
12534,0.189732416988528
12535,0.243440248061463
12536,0.165893880071032
12537,0.173545469287988
12538,0.165256889077438
12539,0.160054428715076
12540,0.234916053140158
12541,0.168635780424787
12542,0.116079750789868
12543,0.190723012083678
12544,0.0670795036827092
12545,0.111590176106318
12546,0.157838102232495
12547,0.116932542792991
12548,0.0247898656269791
12549,0.279542926728689
12550,0.365858811537417
12552,0.428030453049441
12553,0.300227564098956
12554,0.287271282309028
12557,0.266499209197156
12560,0.334146587124539
12561,0.362132493689187
12562,0.280992970315777
12565,0.21250314629367
12574,0.282997999492643
12576,0.176338511216093
12578,0.320255871880507
12580,0.301636748229947
12583,0.382638648299322
12593,0.263780111000125
12598,0.262516911852844
12600,0.238012607448994
12602,0.485969930412742
12603,0.321864254090657
12604,0.246726541059334
12607,0.342312238072472
12610,0.299707444576541
12613,0.281909611784001
12614,0.463712256081901
12615,0.31840503571308
12616,0.296812601507414
12617,0.282997999492643
12618,0.30207671115137
12620,0.316411649525038
12622,0.229991655978671
12624,0.304070222776159
12625,0.00716496114305531
12626,0.337131012032822
12627,0.206935542710294
12628,0.239214970623467
12629,0.154144689258604
12631,0.224215427922304
12632,0.0510221595410442
12633,0.0757582006646418
12634,0.0219522378062673
12636,0.287220249984708
12637,0.102324544253154
12638,0.201807566303535
12640,0.322350684137281
12641,0.18191864146516
12642,0.294882055137007
12644,0.419589738722935
12645,0.144879425429998
12646,0.286443367309401
12647,0.144879425429998
12650,0.25445577325805
12651,0.277540704235126
12652,0.0731187325666801
12654,0.159603677738645
12655,0.413930340285889
12657,0.231167533567584
12658,0.477680661365842
12659,0.123865362305637
