UniqueID,Probability1
11865,0.900763359
11871,0.950520833
11875,0.747663551
11877,0.747663551
11878,0.747663551
11881,0.747663551
11891,0.950520833
11893,0.747663551
11901,0.22826087
11902,0.747663551
11906,0.950520833
11913,0.950520833
11914,0.22826087
11918,0.900763359
11922,0.950520833
11923,0.950520833
11924,0.747663551
11925,0.950520833
11927,0.900763359
11930,0.950520833
11933,0.747663551
11937,0.950520833
11938,0.747663551
11940,0.747663551
11941,0.22826087
11942,0.900763359
11944,0.900763359
11945,0.950520833
11946,0.900763359
11947,0.950520833
11949,0.950520833
11950,0.900763359
11953,0.950520833
11955,0.950520833
11956,0.950520833
11957,0.321428571
11959,0.900763359
11960,0.950520833
11961,0.950520833
11966,0.950520833
11967,0.900763359
11968,0.747663551
11969,0.3125
11970,0.900763359
11971,0.321428571
11972,0.900763359
11973,0.950520833
11974,0.950520833
11975,0.950520833
11976,0.747663551
11977,0.950520833
11978,0.22826087
11979,0.950520833
11980,0.900763359
11981,0.900763359
11982,0.3125
11983,0.950520833
11984,0.900763359
11985,0.950520833
11987,0.900763359
11989,0.950520833
11990,0.900763359
11991,0.950520833
11992,0.730769231
11993,0.950520833
11995,0.22826087
11996,0.900763359
11997,0.833333333
12000,0.900763359
12001,0.3125
12002,0.950520833
12003,0.950520833
12004,0.950520833
12005,0.950520833
12006,0.900763359
12007,0.900763359
12008,0.22826087
12009,0.747663551
12010,0.950520833
12011,0.950520833
12015,0.3125
12017,0.950520833
12018,0.950520833
12019,0.900763359
12020,0.950520833
12021,0.950520833
12022,0.950520833
12023,0.950520833
12025,0.950520833
12026,0.950520833
12027,0.950520833
12028,0.22826087
12029,0.730769231
12030,0.950520833
12031,0.950520833
12032,0.747663551
12033,0.22826087
12034,0.747663551
12039,0.730769231
12041,0.730769231
12042,0.900763359
12044,0.3125
12045,0.421052632
12046,0.900763359
12048,0.950520833
12049,0.950520833
12051,0.950520833
12053,0.22826087
12055,0.950520833
12056,0.900763359
12058,0.747663551
12059,0.730769231
12061,0.950520833
12062,0.950520833
12063,0.22826087
12064,0.747663551
12065,0.900763359
12066,0.747663551
12067,0.900763359
12068,0.950520833
12072,0.900763359
12073,0.950520833
12074,0.747663551
12075,0.747663551
12076,0.950520833
12079,0.22826087
12080,0.747663551
12081,0.747663551
12082,0.900763359
12083,0.950520833
12084,0.950520833
12087,0.950520833
12089,0.3125
12090,0.900763359
